fss4yhj00s060_set060100,"['rt60 0.93s', 'distance 47m']"
mss3lky00s020_set020052,"['rt60 0.79s', 'distance 37m']"
mcn3ldi00s028_set028020,"['rt60 0.66s', 'distance 38m']"
fkn1syl00s178_set178044,"['rt60 1.72s', 'distance 48m']"
fss3kmj02s163_set163040,"['rt60 1.15s', 'distance 37m']"
fkb2ahj00s046_set046031,"['rt60 1.44s', 'distance 38m']"
mkn2kgy00s195_set195072,"['rt60 1.59s', 'distance 52m']"
fss3jmk00s167_set167009,"['rt60 0.57s', 'distance 53m']"
fss2kkh00s055_set055096,"['rt60 0.63s', 'distance 40m']"
fjn2jms00s150_set150066,"['rt60 1.77s', 'distance 34m']"
mcn2ojs00s176_set176046,"['rt60 1.12s', 'distance 43m']"
mkw2lcs00s180_set180073,"['rt60 1.67s', 'distance 39m']"
fss1kej00s068_set068054,"['rt60 1.76s', 'distance 45m']"
fkn4shy00s193_set193070,"['rt60 0.76s', 'distance 35m']"
mss3kyk00s140_set140067,"['rt60 0.78s', 'distance 41m']"
mss3ysm00s019_set019080,"['rt60 1.64s', 'distance 43m']"
fjb3ohs00s090_set090104,"['rt60 1.45s', 'distance 43m']"
fkn4ceh00s189_set189045,"['rt60 1.31s', 'distance 54m']"
mss3ajh01s013_set013090,"['rt60 1.19s', 'distance 40m']"
mss2csj00s080_set080001,"['rt60 0.64s', 'distance 59m']"
mjn3kbs00s169_set169024,"['rt60 1.75s', 'distance 51m']"
fkb2ymh00s016_set016042,"['rt60 0.73s', 'distance 35m']"
mss2ksh05s065_set065079,"['rt60 1.59s', 'distance 45m']"
mjn1jst00s189_set189045,"['rt60 0.75s', 'distance 35m']"
fss3yje00s001_set001025,"['rt60 1.67s', 'distance 42m']"
fcn2lhs00s176_set176011,"['rt60 1.09s', 'distance 48m']"
mss4lyn00s104_set104047,"['rt60 1.67s', 'distance 40m']"
mss2bjh00s001_set001070,"['rt60 1.57s', 'distance 47m']"
mjn3lji00s100_set100083,"['rt60 0.65s', 'distance 38m']"
mkn2lkm00s029_set029018,"['rt60 0.57s', 'distance 46m']"
fss3hhy01s070_set070085,"['rt60 1.41s', 'distance 46m']"
mkw4ljg00s190_set190087,"['rt60 1.03s', 'distance 34m']"
fcn3hhs00s089_set089100,"['rt60 1.43s', 'distance 61m']"
fjb3yhs00s012_set012002,"['rt60 0.6s', 'distance 41m']"
mjn3lwt00s172_set172010,"['rt60 1.16s', 'distance 41m']"
mkn2kjs03s027_set027006,"['rt60 1.6s', 'distance 49m']"
fss3khj01s086_set086028,"['rt60 1.56s', 'distance 46m']"
fkb2lsj00s112_set112104,"['rt60 1.57s', 'distance 36m']"
mss4ybh00s107_set107061,"['rt60 1.0s', 'distance 37m']"
mss3hck00s089_set089058,"['rt60 1.42s', 'distance 38m']"
mss1bsc00s012_set012073,"['rt60 1.64s', 'distance 51m']"
mcn2pms00s131_set131021,"['rt60 0.79s', 'distance 52m']"
fkw3hhy00s039_set039049,"['rt60 1.16s', 'distance 52m']"
fss4yhj00s060_set060071,"['rt60 0.53s', 'distance 35m']"
fcn2kmk00s129_set129085,"['rt60 1.46s', 'distance 50m']"
fkn3kse00s041_set041042,"['rt60 1.4s', 'distance 43m']"
fcb5ash00s157_set157054,"['rt60 1.04s', 'distance 46m']"
mss3lky00s020_set020062,"['rt60 1.56s', 'distance 48m']"
fcb3kms00s127_set127016,"['rt60 0.89s', 'distance 39m']"
fkw2jyj00s108_set108088,"['rt60 0.78s', 'distance 39m']"
mcn3ksy00s026_set026051,"['rt60 1.22s', 'distance 49m']"
mkn3kjh03s161_set161052,"['rt60 1.3s', 'distance 42m']"
fss1bjk00s021_set021010,"['rt60 0.87s', 'distance 46m']"
mjn3kjg00s092_set092041,"['rt60 0.75s', 'distance 36m']"
fss3lkh00s028_set028018,"['rt60 0.92s', 'distance 48m']"
fcn2kkh01s172_set172020,"['rt60 0.96s', 'distance 37m']"
mkw2lcs00s180_set180009,"['rt60 1.56s', 'distance 38m']"
mjn3kbs00s169_set169047,"['rt60 1.12s', 'distance 36m']"
fkb4lks00s077_set077078,"['rt60 0.77s', 'distance 41m']"
fcn4ljs02s197_set197063,"['rt60 1.18s', 'distance 43m']"
fss2kjs01s037_set037026,"['rt60 1.65s', 'distance 38m']"
fjn1ajh00s174_set174012,"['rt60 1.26s', 'distance 49m']"
fcn3lmk00s131_set131085,"['rt60 0.64s', 'distance 34m']"
fkb4cys00s069_set069028,"['rt60 1.01s', 'distance 48m']"
mjn2jyg01s141_set141016,"['rt60 1.09s', 'distance 35m']"
fkn3jhj00s054_set054003,"['rt60 1.36s', 'distance 40m']"
mss2lsm00s011_set011046,"['rt60 0.89s', 'distance 39m']"
fkn3kse00s041_set041088,"['rt60 1.1s', 'distance 42m']"
fss4jsy03s143_set143079,"['rt60 0.64s', 'distance 40m']"
mkn2kcy00s069_set069020,"['rt60 0.91s', 'distance 42m']"
mkn4eds00s014_set014030,"['rt60 1.25s', 'distance 43m']"
mss1bsc00s012_set012090,"['rt60 0.94s', 'distance 49m']"
fjn3lbh00s063_set063008,"['rt60 1.56s', 'distance 42m']"
mjn3jbc00s179_set179064,"['rt60 0.77s', 'distance 35m']"
mkn3jyj02s183_set183100,"['rt60 0.78s', 'distance 45m']"
fss2kmj01s066_set066018,"['rt60 0.82s', 'distance 40m']"
mcn2ojp00s049_set049078,"['rt60 0.85s', 'distance 44m']"
mcn3lhj00s101_set101017,"['rt60 0.95s', 'distance 41m']"
mss2nys00s006_set006061,"['rt60 1.71s', 'distance 39m']"
mss2pjg01s063_set063027,"['rt60 1.62s', 'distance 39m']"
mcn2jsm00s143_set143026,"['rt60 0.53s', 'distance 63m']"
mcn3lgh00s150_set150101,"['rt60 0.9s', 'distance 38m']"
mkw1shg00s184_set184052,"['rt60 1.42s', 'distance 54m']"
mss4ljw00s039_set039077,"['rt60 1.15s', 'distance 38m']"
fkn2kkw00s132_set132086,"['rt60 1.18s', 'distance 49m']"
mss4jkh03s174_set174027,"['rt60 0.7s', 'distance 38m']"
mjn3phs02s047_set047094,"['rt60 0.64s', 'distance 49m']"
mkn2kjs03s027_set027093,"['rt60 1.32s', 'distance 42m']"
mss3jyj01s146_set146003,"['rt60 1.57s', 'distance 48m']"
fcn2hij00s117_set117055,"['rt60 0.65s', 'distance 38m']"
mss1lch02s008_set008019,"['rt60 0.78s', 'distance 51m']"
fss2kjs00s032_set032034,"['rt60 1.0s', 'distance 54m']"
mcn3ykj00s033_set033049,"['rt60 0.88s', 'distance 50m']"
mss3cgh00s164_set164085,"['rt60 1.8s', 'distance 34m']"
fss4jhk00s148_set148010,"['rt60 0.91s', 'distance 42m']"
fkw2lsy01s166_set166053,"['rt60 0.8s', 'distance 39m']"
fss3sjw00s096_set096054,"['rt60 1.48s', 'distance 52m']"
fkn3pka00s073_set073003,"['rt60 0.6s', 'distance 33m']"
fss3pmj00s128_set128045,"['rt60 1.76s', 'distance 41m']"
mkn3jws00s043_set043085,"['rt60 1.77s', 'distance 45m']"
fjn3pbk00s135_set135013,"['rt60 0.76s', 'distance 55m']"
fcn3sem00s162_set162070,"['rt60 1.18s', 'distance 36m']"
mjn3lbj01s152_set152086,"['rt60 0.95s', 'distance 43m']"
fss2kkh00s055_set055018,"['rt60 1.59s', 'distance 42m']"
fss3sjw00s096_set096059,"['rt60 0.82s', 'distance 56m']"
fkn3kky00s137_set137051,"['rt60 0.9s', 'distance 42m']"
fkn1syl00s178_set178057,"['rt60 1.23s', 'distance 46m']"
mcn1hsy00s192_set192095,"['rt60 0.84s', 'distance 33m']"
fcn3cks01s048_set048065,"['rt60 1.48s', 'distance 36m']"
mkn3kty00s132_set132095,"['rt60 0.93s', 'distance 44m']"
mss1hwh00s128_set128087,"['rt60 0.95s', 'distance 58m']"
mkn3kog00s032_set032028,"['rt60 0.75s', 'distance 40m']"
fss2ljk00s024_set024027,"['rt60 1.58s', 'distance 38m']"
mjn3skj00s153_set153064,"['rt60 1.22s', 'distance 38m']"
fkn2smh00s120_set120033,"['rt60 0.92s', 'distance 51m']"
fss3jek00s085_set085048,"['rt60 0.86s', 'distance 49m']"
mkw1ljh01s177_set177021,"['rt60 1.46s', 'distance 50m']"
mcn3rhm00s151_set151089,"['rt60 1.58s', 'distance 44m']"
mss2msi00s122_set122042,"['rt60 0.7s', 'distance 50m']"
fcn2hij00s117_set117060,"['rt60 1.04s', 'distance 46m']"
mss2pjg01s063_set063035,"['rt60 1.72s', 'distance 58m']"
fcn3hys00s093_set093039,"['rt60 1.02s', 'distance 44m']"
fss4lys00s136_set136028,"['rt60 1.65s', 'distance 48m']"
mkw2agh00s076_set076104,"['rt60 1.37s', 'distance 35m']"
mcn3kgh01s181_set181099,"['rt60 1.33s', 'distance 40m']"
mjn3lgs00s171_set171095,"['rt60 1.46s', 'distance 40m']"
mss3kjp00s094_set094104,"['rt60 1.73s', 'distance 34m']"
mss2csj00s080_set080039,"['rt60 0.58s', 'distance 40m']"
mss2kjy00s002_set002077,"['rt60 1.3s', 'distance 47m']"
mss2kdh00s125_set125069,"['rt60 0.69s', 'distance 45m']"
mkw4ljg00s190_set190017,"['rt60 1.55s', 'distance 53m']"
fkw3kcs00s198_set198072,"['rt60 0.5s', 'distance 38m']"
mcn5jgs00s117_set117070,"['rt60 0.92s', 'distance 35m']"
fjb2psj00s064_set064051,"['rt60 1.28s', 'distance 51m']"
mss4ybd00s082_set082018,"['rt60 1.57s', 'distance 51m']"
mkn1hgc00s084_set084021,"['rt60 1.33s', 'distance 33m']"
fkb4lks00s077_set077003,"['rt60 0.59s', 'distance 47m']"
mjn1jst00s189_set189018,"['rt60 0.89s', 'distance 55m']"
fcn3jsy00s013_set013011,"['rt60 0.53s', 'distance 44m']"
fkn3les01s151_set151081,"['rt60 0.59s', 'distance 41m']"
fkb2ahj00s046_set046001,"['rt60 1.25s', 'distance 36m']"
mss3hsw00s074_set074001,"['rt60 1.75s', 'distance 38m']"
fkn3lms01s113_set113067,"['rt60 1.52s', 'distance 37m']"
fcn1sjr00s192_set192096,"['rt60 0.63s', 'distance 38m']"
mss2shy01s067_set067075,"['rt60 1.02s', 'distance 56m']"
fcn3sio00s088_set088093,"['rt60 1.17s', 'distance 36m']"
mkn4eds00s014_set014059,"['rt60 1.59s', 'distance 38m']"
fkn3kky00s137_set137097,"['rt60 1.68s', 'distance 34m']"
fjn3pbk00s135_set135081,"['rt60 1.03s', 'distance 36m']"
mkw2jch00s005_set005021,"['rt60 1.76s', 'distance 45m']"
fcn3lci00s118_set118082,"['rt60 1.41s', 'distance 34m']"
mcn3kgh01s181_set181095,"['rt60 1.73s', 'distance 49m']"
mss3ktj00s025_set025021,"['rt60 1.61s', 'distance 46m']"
mss2pjg01s063_set063099,"['rt60 1.55s', 'distance 49m']"
fss5mjs00s057_set057102,"['rt60 0.54s', 'distance 36m']"
fkn3lms01s113_set113066,"['rt60 1.6s', 'distance 48m']"
mss4ybd00s082_set082101,"['rt60 1.28s', 'distance 42m']"
mss3kyh00s072_set072076,"['rt60 1.34s', 'distance 46m']"
mkn4jmg00s077_set077007,"['rt60 1.7s', 'distance 43m']"
mcn2jih00s186_set186023,"['rt60 1.77s', 'distance 44m']"
fjb3cks02s105_set105013,"['rt60 1.41s', 'distance 36m']"
fss4peo00s004_set004070,"['rt60 0.88s', 'distance 38m']"
mss4lyn00s104_set104005,"['rt60 1.11s', 'distance 43m']"
fjn2pkr00s050_set050047,"['rt60 1.28s', 'distance 47m']"
fjb4jho00s091_set091027,"['rt60 0.86s', 'distance 45m']"
fcn3lms00s110_set110002,"['rt60 0.95s', 'distance 36m']"
fss3pmj00s128_set128072,"['rt60 1.31s', 'distance 52m']"
mjn2kgj00s083_set083100,"['rt60 1.01s', 'distance 43m']"
fss3khs01s025_set025007,"['rt60 0.8s', 'distance 44m']"
fjn4csh00s164_set164085,"['rt60 0.62s', 'distance 43m']"
mss2kjy00s002_set002060,"['rt60 1.0s', 'distance 44m']"
fjn4jks01s149_set149097,"['rt60 1.32s', 'distance 41m']"
mkn3jws00s043_set043042,"['rt60 0.52s', 'distance 35m']"
mss4hcy00s021_set021044,"['rt60 1.6s', 'distance 42m']"
fcb1jkh00s200_set200104,"['rt60 1.52s', 'distance 45m']"
fcn4lsd00s007_set007057,"['rt60 1.17s', 'distance 61m']"
mjn3sjh01s163_set163010,"['rt60 1.56s', 'distance 50m']"
mkn2kcy00s069_set069056,"['rt60 1.69s', 'distance 46m']"
mjn3kbs00s169_set169058,"['rt60 1.78s', 'distance 42m']"
mkn3kjh03s161_set161069,"['rt60 1.29s', 'distance 58m']"
mss2ksh05s065_set065060,"['rt60 0.73s', 'distance 55m']"
mss2pgy00s066_set066025,"['rt60 1.51s', 'distance 39m']"
mkw2kjh01s054_set054015,"['rt60 0.61s', 'distance 40m']"
mss1lch02s008_set008011,"['rt60 1.1s', 'distance 45m']"
fcn1sjr00s192_set192024,"['rt60 0.61s', 'distance 43m']"
mjn2pjh00s127_set127033,"['rt60 1.76s', 'distance 36m']"
mss3hck00s089_set089076,"['rt60 1.71s', 'distance 53m']"
mjn1chs00s198_set198048,"['rt60 0.8s', 'distance 37m']"
fjn4jms01s153_set153073,"['rt60 1.31s', 'distance 42m']"
mkn3kjh03s161_set161005,"['rt60 1.04s', 'distance 39m']"
mcn3ksj01s042_set042073,"['rt60 1.36s', 'distance 35m']"
mkn4kjs04s087_set087028,"['rt60 1.42s', 'distance 48m']"
fkb4cys00s069_set069020,"['rt60 0.93s', 'distance 38m']"
mcn3jsj00s040_set040072,"['rt60 1.14s', 'distance 38m']"
mss3kjy01s099_set099015,"['rt60 0.93s', 'distance 54m']"
mkw4ljg00s190_set190012,"['rt60 1.66s', 'distance 44m']"
fcb2yjh00s187_set187063,"['rt60 1.1s', 'distance 50m']"
fkn3les01s151_set151039,"['rt60 0.93s', 'distance 33m']"
fcb2kej01s109_set109005,"['rt60 1.63s', 'distance 42m']"
mss2psj01s061_set061092,"['rt60 0.82s', 'distance 39m']"
mcn3jsg00s178_set178087,"['rt60 1.69s', 'distance 38m']"
fss4jhk00s148_set148096,"['rt60 0.93s', 'distance 56m']"
mkn3jip00s034_set034093,"['rt60 0.53s', 'distance 36m']"
fcn4ksj00s038_set038061,"['rt60 1.17s', 'distance 54m']"
mjn2pjh00s127_set127044,"['rt60 1.17s', 'distance 50m']"
fjn1nyr00s190_set190019,"['rt60 1.22s', 'distance 53m']"
fcn4yyo00s181_set181010,"['rt60 1.77s', 'distance 51m']"
mcn2jih00s186_set186055,"['rt60 0.67s', 'distance 53m']"
fcn2pkm00s169_set169093,"['rt60 0.98s', 'distance 37m']"
fss2kjs00s032_set032018,"['rt60 0.66s', 'distance 40m']"
fkw4jsh00s154_set154045,"['rt60 0.89s', 'distance 56m']"
fkw3khj00s078_set078072,"['rt60 1.13s', 'distance 39m']"
mjn3lji00s100_set100032,"['rt60 1.01s', 'distance 35m']"
fcn3lci00s118_set118014,"['rt60 1.59s', 'distance 55m']"
fss2kkh00s055_set055003,"['rt60 1.73s', 'distance 40m']"
mcn2ojp00s049_set049070,"['rt60 1.07s', 'distance 38m']"
mss3hsw00s074_set074014,"['rt60 1.46s', 'distance 34m']"
mcn3kgh01s181_set181096,"['rt60 1.26s', 'distance 38m']"
fcn2les00s079_set079056,"['rt60 0.91s', 'distance 47m']"
fkw3pes00s185_set185066,"['rt60 0.92s', 'distance 42m']"
mss4jkh03s174_set174089,"['rt60 0.68s', 'distance 42m']"
fss3yje00s001_set001023,"['rt60 0.95s', 'distance 40m']"
mjn3kjg00s092_set092006,"['rt60 1.44s', 'distance 37m']"
fss3khs01s025_set025013,"['rt60 0.98s', 'distance 56m']"
mss4ljw00s039_set039024,"['rt60 0.86s', 'distance 44m']"
mjn3jhg00s059_set059055,"['rt60 1.04s', 'distance 49m']"
mss3kyh00s072_set072021,"['rt60 1.74s', 'distance 48m']"
fkw4jsh00s154_set154095,"['rt60 1.6s', 'distance 34m']"
fkw3yhj01s194_set194015,"['rt60 1.22s', 'distance 49m']"
mkw4cws00s112_set112064,"['rt60 1.53s', 'distance 54m']"
mkn1hgc00s084_set084094,"['rt60 0.77s', 'distance 45m']"
mss1kpj00s070_set070093,"['rt60 0.66s', 'distance 45m']"
fkw1kke00s196_set196086,"['rt60 1.01s', 'distance 45m']"
mss4hwb00s030_set030094,"['rt60 0.56s', 'distance 37m']"
mcn4hny00s187_set187060,"['rt60 1.77s', 'distance 40m']"
mkw2kds00s044_set044078,"['rt60 1.43s', 'distance 54m']"
fjn2jhj01s152_set152025,"['rt60 1.25s', 'distance 48m']"
fss3kmh00s015_set015084,"['rt60 1.0s', 'distance 50m']"
fkn4shy00s193_set193019,"['rt60 1.79s', 'distance 52m']"
fkn2lho00s100_set100053,"['rt60 1.73s', 'distance 37m']"
mkn4jmg00s077_set077039,"['rt60 1.21s', 'distance 43m']"
mss2pjg01s063_set063076,"['rt60 1.03s', 'distance 40m']"
fss2keh01s067_set067072,"['rt60 0.64s', 'distance 43m']"
fss4sjs00s023_set023063,"['rt60 1.16s', 'distance 44m']"
mkn4phc00s115_set115017,"['rt60 0.58s', 'distance 41m']"
fkw3yhj01s194_set194047,"['rt60 0.78s', 'distance 37m']"
fkn3pka00s073_set073024,"['rt60 0.68s', 'distance 54m']"
mss2ksh05s065_set065057,"['rt60 1.29s', 'distance 48m']"
mkn2ljw01s124_set124103,"['rt60 0.58s', 'distance 37m']"
fcn3lms00s110_set110056,"['rt60 0.78s', 'distance 34m']"
mss2ksh03s003_set003047,"['rt60 0.56s', 'distance 42m']"
mss2pjg01s063_set063071,"['rt60 0.71s', 'distance 46m']"
fkb4cys00s069_set069086,"['rt60 1.4s', 'distance 39m']"
fkn3lni00s182_set182103,"['rt60 1.29s', 'distance 45m']"
mjn2hks01s102_set102037,"['rt60 1.48s', 'distance 53m']"
fkn3jhj00s054_set054024,"['rt60 0.75s', 'distance 44m']"
mss1bsc00s012_set012007,"['rt60 1.19s', 'distance 44m']"
mss4lsw00s045_set045103,"['rt60 1.51s', 'distance 42m']"
fss2cyh00s056_set056007,"['rt60 0.95s', 'distance 34m']"
fcn2kmk00s129_set129103,"['rt60 1.67s', 'distance 41m']"
fkw3hhy00s039_set039097,"['rt60 1.2s', 'distance 41m']"
mss3kjy01s099_set099069,"['rt60 0.59s', 'distance 42m']"
mjn1hjw00s118_set118025,"['rt60 1.09s', 'distance 42m']"
mcn3shm00s130_set130092,"['rt60 1.53s', 'distance 36m']"
mcn3sgs00s036_set036013,"['rt60 1.07s', 'distance 45m']"
mjn2jss00s068_set068038,"['rt60 0.68s', 'distance 43m']"
fjb1shk00s183_set183061,"['rt60 1.33s', 'distance 39m']"
fjb2ljh00s053_set053030,"['rt60 1.63s', 'distance 39m']"
fcn3sem00s162_set162044,"['rt60 0.53s', 'distance 43m']"
fkn4cks00s034_set034059,"['rt60 1.49s', 'distance 44m']"
fkn3kky00s137_set137034,"['rt60 1.65s', 'distance 43m']"
mjn4jha00s031_set031091,"['rt60 1.26s', 'distance 33m']"
mjn4jha00s031_set031011,"['rt60 1.5s', 'distance 35m']"
fjb2psj00s064_set064084,"['rt60 0.7s', 'distance 46m']"
mjn2scg00s090_set090080,"['rt60 1.01s', 'distance 44m']"
fkw2khj02s122_set122071,"['rt60 1.38s', 'distance 35m']"
fkn2khh00s020_set020024,"['rt60 1.69s', 'distance 47m']"
mkn1kth00s137_set137009,"['rt60 1.41s', 'distance 50m']"
fcn2kmk00s129_set129055,"['rt60 1.01s', 'distance 40m']"
fkw2phs01s165_set165021,"['rt60 0.74s', 'distance 45m']"
mcn3jsg00s178_set178101,"['rt60 1.44s', 'distance 40m']"
fcn1hje00s199_set199075,"['rt60 0.94s', 'distance 52m']"
mkn3jyj02s183_set183058,"['rt60 1.35s', 'distance 44m']"
fcn4yyo00s181_set181020,"['rt60 1.43s', 'distance 40m']"
fjn4jms01s153_set153038,"['rt60 1.61s', 'distance 44m']"
mcn3ksj01s042_set042043,"['rt60 0.73s', 'distance 43m']"
mkn4phc00s115_set115050,"['rt60 0.64s', 'distance 53m']"
mjn4hbs00s170_set170029,"['rt60 0.68s', 'distance 34m']"
mkn3lsw01s046_set046079,"['rt60 1.62s', 'distance 41m']"
mss3kjy01s099_set099005,"['rt60 1.32s', 'distance 42m']"
mkw3lbc00s023_set023012,"['rt60 0.85s', 'distance 42m']"
mkn2ksh06s154_set154076,"['rt60 0.98s', 'distance 47m']"
mkw3lbc00s023_set023085,"['rt60 1.67s', 'distance 40m']"
fcn3lms00s110_set110076,"['rt60 1.18s', 'distance 36m']"
mss4ybh00s107_set107002,"['rt60 0.76s', 'distance 36m']"
mcn3kgw00s053_set053084,"['rt60 1.65s', 'distance 37m']"
mss5ssh01s035_set035015,"['rt60 0.88s', 'distance 36m']"
mss3kyh00s072_set072037,"['rt60 1.54s', 'distance 44m']"
fss4jse00s114_set114076,"['rt60 1.1s', 'distance 48m']"
mkn2ksh06s154_set154048,"['rt60 1.63s', 'distance 40m']"
mss4jkh03s174_set174035,"['rt60 1.13s', 'distance 44m']"
mjn3kjg00s092_set092003,"['rt60 0.6s', 'distance 36m']"
fjn3jks00s040_set040022,"['rt60 0.64s', 'distance 52m']"
mkn2kcy00s069_set069043,"['rt60 0.7s', 'distance 43m']"
fss2kwi00s026_set026069,"['rt60 1.17s', 'distance 43m']"
mcn1lch04s193_set193041,"['rt60 0.82s', 'distance 46m']"
mkn4phc00s115_set115092,"['rt60 1.75s', 'distance 41m']"
fss4lys00s136_set136020,"['rt60 0.83s', 'distance 57m']"
mss3ajh01s013_set013020,"['rt60 0.95s', 'distance 42m']"
fjb4jho00s091_set091024,"['rt60 0.55s', 'distance 35m']"
fss3lkh00s028_set028016,"['rt60 0.7s', 'distance 47m']"
mcn4aib00s197_set197007,"['rt60 0.81s', 'distance 46m']"
fjn2jhj01s152_set152014,"['rt60 0.68s', 'distance 36m']"
mss1kkm01s129_set129032,"['rt60 1.35s', 'distance 40m']"
fss3yjs00s072_set072006,"['rt60 1.28s', 'distance 42m']"
fkw2khj02s122_set122007,"['rt60 0.58s', 'distance 53m']"
mcn3kgw00s053_set053098,"['rt60 1.3s', 'distance 37m']"
mkw3lbc00s023_set023039,"['rt60 1.61s', 'distance 37m']"
mss2hhg00s081_set081043,"['rt60 1.62s', 'distance 42m']"
fkw1cek00s195_set195041,"['rt60 0.9s', 'distance 39m']"
fss2cyh00s056_set056066,"['rt60 1.5s', 'distance 34m']"
mss3kjp00s094_set094030,"['rt60 0.73s', 'distance 39m']"
fkn4lms02s186_set186069,"['rt60 0.64s', 'distance 39m']"
mss2hhg00s081_set081028,"['rt60 1.64s', 'distance 39m']"
mjn3kbs01s173_set173011,"['rt60 1.29s', 'distance 36m']"
mcn4keg00s188_set188090,"['rt60 1.74s', 'distance 44m']"
fcn4pkh01s142_set142065,"['rt60 0.55s', 'distance 56m']"
fcn2hij00s117_set117077,"['rt60 1.64s', 'distance 37m']"
mss2nsm00s121_set121033,"['rt60 0.65s', 'distance 45m']"
fcn1hje00s199_set199094,"['rt60 1.39s', 'distance 53m']"
mss3lch03s148_set148086,"['rt60 1.2s', 'distance 40m']"
fss4lys00s136_set136031,"['rt60 1.62s', 'distance 35m']"
fss3sjw00s096_set096053,"['rt60 0.7s', 'distance 50m']"
fjn2kel00s130_set130068,"['rt60 1.09s', 'distance 39m']"
mss2pjg01s063_set063009,"['rt60 1.23s', 'distance 43m']"
fjb4sye00s080_set080008,"['rt60 1.22s', 'distance 51m']"
fcb3kks00s158_set158045,"['rt60 1.32s', 'distance 39m']"
mjn4ahs00s145_set145012,"['rt60 0.91s', 'distance 60m']"
mcn3jsj00s040_set040053,"['rt60 1.24s', 'distance 50m']"
mkn3lgn00s051_set051051,"['rt60 1.39s', 'distance 44m']"
mkn3jip00s034_set034024,"['rt60 0.61s', 'distance 43m']"
mkn3kyh01s182_set182017,"['rt60 1.62s', 'distance 46m']"
fcn2hij00s117_set117062,"['rt60 0.68s', 'distance 44m']"
mjn3jbc00s179_set179051,"['rt60 1.48s', 'distance 43m']"
fcb1khh01s184_set184040,"['rt60 1.71s', 'distance 41m']"
fss3kmh00s015_set015041,"['rt60 0.67s', 'distance 37m']"
fkn3pka00s073_set073104,"['rt60 0.71s', 'distance 36m']"
mss2psj01s061_set061087,"['rt60 1.74s', 'distance 35m']"
mkn3kes00s165_set165051,"['rt60 1.27s', 'distance 48m']"
fss3kmh00s015_set015057,"['rt60 0.51s', 'distance 39m']"
mjn2hks01s102_set102028,"['rt60 1.16s', 'distance 40m']"
mss3kjs05s147_set147045,"['rt60 1.43s', 'distance 48m']"
fss3sjw00s096_set096007,"['rt60 0.91s', 'distance 54m']"
fkn3hsh00s156_set156088,"['rt60 1.3s', 'distance 44m']"
mcn2jjs01s085_set085031,"['rt60 1.59s', 'distance 36m']"
mcn2ojs00s176_set176092,"['rt60 1.22s', 'distance 45m']"
mss2pug00s007_set007005,"['rt60 1.33s', 'distance 44m']"
fjb2psj00s064_set064029,"['rt60 1.68s', 'distance 40m']"
fss3pyj00s191_set191044,"['rt60 1.03s', 'distance 42m']"
fss3pyj00s191_set191064,"['rt60 1.68s', 'distance 37m']"
fss1ksh02s019_set019034,"['rt60 1.5s', 'distance 54m']"
mss4lhs01s168_set168011,"['rt60 1.41s', 'distance 55m']"
fss1kej00s068_set068069,"['rt60 0.56s', 'distance 42m']"
fss4hcs00s071_set071026,"['rt60 1.4s', 'distance 41m']"
fss3jek00s085_set085054,"['rt60 1.11s', 'distance 34m']"
mss3jhs00s093_set093044,"['rt60 1.11s', 'distance 37m']"
fss4jsy03s143_set143033,"['rt60 1.38s', 'distance 51m']"
fjb3kjs02s062_set062049,"['rt60 1.37s', 'distance 39m']"
mcn3kss00s144_set144084,"['rt60 0.65s', 'distance 39m']"
mcn3ksj02s116_set116091,"['rt60 1.59s', 'distance 44m']"
mkw3jes00s058_set058060,"['rt60 1.54s', 'distance 46m']"
fjn3lbh00s063_set063093,"['rt60 0.52s', 'distance 40m']"
mkn2yjs01s079_set079009,"['rt60 1.56s', 'distance 53m']"
mss4hcy00s021_set021017,"['rt60 1.68s', 'distance 52m']"
mkn2yjs01s079_set079022,"['rt60 1.66s', 'distance 41m']"
mcn3kss00s144_set144081,"['rt60 1.22s', 'distance 38m']"
fcn3sem00s162_set162086,"['rt60 1.16s', 'distance 39m']"
mcn4lbj00s113_set113037,"['rt60 1.16s', 'distance 36m']"
mss4ljw00s039_set039080,"['rt60 0.55s', 'distance 47m']"
fss3lkh00s028_set028028,"['rt60 0.96s', 'distance 39m']"
mkn3koh01s048_set048024,"['rt60 1.25s', 'distance 44m']"
fkn2ley00s124_set124005,"['rt60 0.65s', 'distance 37m']"
fkw2phs01s165_set165050,"['rt60 1.58s', 'distance 37m']"
fcn3sio00s088_set088054,"['rt60 1.76s', 'distance 43m']"
mkn3kty00s132_set132019,"['rt60 1.43s', 'distance 40m']"
mss1kpj00s070_set070046,"['rt60 0.64s', 'distance 47m']"
fjn3pmj01s134_set134010,"['rt60 0.9s', 'distance 49m']"
fjn3hks00s061_set061028,"['rt60 0.79s', 'distance 38m']"
mkn3kjh03s161_set161046,"['rt60 0.96s', 'distance 45m']"
fjb3yhs00s012_set012031,"['rt60 1.77s', 'distance 49m']"
mcn5jgs00s117_set117078,"['rt60 0.94s', 'distance 57m']"
fss2kkh00s055_set055023,"['rt60 1.5s', 'distance 62m']"
fcn3sem00s162_set162023,"['rt60 1.21s', 'distance 35m']"
mcn4hny00s187_set187078,"['rt60 1.26s', 'distance 44m']"
mcn2lds00s135_set135096,"['rt60 0.95s', 'distance 43m']"
